@relation openjpa_Train_R2-weka.filters.unsupervised.attribute.Remove-R1-3

@attribute loc numeric
@attribute wmc numeric
@attribute assignmentsQty numeric
@attribute mathOperationsQty numeric
@attribute qtyTryCatch numeric
@attribute qtyReturn numeric
@attribute fanin numeric
@attribute fanout numeric
@attribute age numeric
@attribute nAuth numeric
@attribute nr numeric
@attribute nSmell numeric
@attribute buggy {false}

@data
3,1,0,0,0,1,0,0,37,1,2,0,false
21,5,1,0,2,1,1,2,0,2,6,1,false
3,2,0,0,0,1,1,0,37,1,2,0,false
3,1,0,0,0,1,1,1,37,2,4,0,false
4,2,1,0,0,0,0,0,0,1,6,0,false
8,4,4,0,0,3,0,1,45,2,6,0,false
1,1,0,0,0,0,2,0,45,2,5,0,false
3,1,0,0,0,1,0,0,45,1,3,0,false
3,1,0,0,0,1,1,0,45,1,4,0,false
15,8,4,0,0,1,2,3,45,2,6,4,false
3,1,0,0,0,1,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
3,2,0,0,0,0,0,1,0,2,9,0,false
3,1,0,0,0,1,0,0,37,2,3,0,false
1,1,0,0,0,0,2,0,45,4,8,0,false
3,1,0,0,0,1,1,3,45,3,13,0,false
4,1,1,0,0,1,0,3,37,2,2,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,37,2,3,0,false
3,1,0,0,0,1,20,0,45,3,13,0,false
3,1,0,0,0,0,0,1,45,2,7,0,false
3,1,0,0,0,1,1,1,0,1,6,1,false
3,1,0,0,0,1,4,0,37,2,5,0,false
4,1,1,0,0,0,1,0,37,1,2,0,false
16,5,1,0,1,1,2,6,45,3,13,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,2,0,0,0,1,0,0,0,2,7,0,false
27,13,4,1,0,2,1,7,45,2,6,13,false
75,33,19,0,0,1,3,11,45,1,7,7,false
3,1,0,0,0,0,0,0,45,3,7,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
4,1,2,0,0,0,1,0,45,3,10,0,false
3,1,0,0,0,1,0,1,45,3,13,0,false
2,1,0,0,0,0,0,0,45,3,6,0,false
3,1,0,0,0,1,0,1,45,1,4,0,false
1,1,0,0,0,0,0,0,45,1,3,0,false
8,3,2,0,0,2,1,5,45,2,6,2,false
4,1,1,0,0,0,1,1,45,3,11,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
14,2,1,0,1,1,0,7,0,1,8,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
9,3,0,0,1,1,0,2,45,2,5,1,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,1,0,0,0,0,0,45,3,10,0,false
3,1,0,0,0,1,0,0,45,2,6,0,false
4,1,0,0,0,0,0,2,37,2,2,0,false
4,1,0,0,0,0,0,0,37,2,3,0,false
3,1,0,0,0,0,0,0,0,1,4,0,false
3,2,0,0,0,1,1,2,45,2,6,1,false
3,1,0,0,0,1,1,0,45,2,6,0,false
8,2,0,0,1,1,0,2,45,3,7,1,false
3,2,1,0,0,0,1,1,45,1,4,0,false
3,1,0,0,0,1,6,0,45,3,13,0,false
3,1,0,0,0,1,0,1,45,1,4,0,false
9,5,2,0,0,1,1,4,45,2,5,1,false
16,7,5,0,1,1,0,0,45,2,10,1,false
3,1,0,0,0,1,0,1,37,3,6,0,false
5,2,2,0,0,1,1,5,45,1,5,1,false
5,4,0,0,0,1,0,3,45,2,8,0,false
12,5,6,0,0,0,1,6,37,1,2,1,false
4,2,0,1,0,1,0,2,0,1,8,0,false
4,3,1,0,0,2,0,1,0,2,6,0,false
3,2,0,0,0,1,1,0,37,2,6,0,false
3,2,0,0,0,0,0,2,45,2,5,0,false
3,1,0,0,0,1,0,1,45,2,6,0,false
32,10,16,0,0,2,2,22,45,2,6,10,false
9,7,2,0,0,4,3,2,37,2,4,5,false
4,1,0,0,0,1,0,2,45,2,6,0,false
9,3,0,0,1,1,0,2,45,2,5,1,false
5,3,1,0,0,1,0,3,45,3,8,0,false
12,8,5,0,0,0,1,4,45,3,8,3,false
4,2,0,0,0,2,11,0,0,2,9,0,false
3,1,0,0,0,1,4,1,45,3,8,0,false
3,1,0,0,0,0,0,0,45,3,13,0,false
12,6,5,1,0,1,0,4,37,2,6,0,false
5,1,1,0,0,1,3,2,45,2,6,1,false
33,16,7,0,1,0,3,11,45,3,11,5,false
2,1,0,0,0,0,0,0,45,1,3,0,false
3,2,0,0,0,0,1,0,37,1,2,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
2,1,0,0,0,0,0,0,45,3,6,0,false
4,2,2,0,0,0,2,0,45,3,13,0,false
21,1,4,0,0,0,1,13,45,2,6,1,false
9,6,3,0,0,2,2,3,45,3,8,1,false
11,3,0,0,1,0,1,5,45,3,11,0,false
5,4,1,0,0,1,1,0,0,2,6,0,false
3,1,0,0,0,0,0,0,37,2,3,0,false
3,1,0,0,0,1,0,0,37,2,2,0,false
5,2,1,0,0,1,2,0,45,4,9,0,false
4,3,0,0,0,2,4,3,45,2,7,2,false
6,3,3,1,0,1,0,0,45,1,4,0,false
3,1,0,0,0,1,25,0,45,3,8,0,false
10,3,2,0,1,1,3,1,37,3,9,2,false
3,1,0,0,0,1,1,1,45,3,10,0,false
42,12,17,0,0,2,0,5,37,2,4,8,false
5,2,1,0,0,0,1,4,45,3,8,0,false
6,3,3,6,0,1,0,0,45,2,4,0,false
3,3,0,0,0,1,2,0,45,3,10,0,false
30,8,8,2,1,0,0,7,45,2,6,6,false
3,1,0,0,0,0,0,3,45,2,7,0,false
4,2,0,0,0,0,0,1,37,2,3,0,false
3,1,0,0,0,1,0,0,45,2,5,0,false
2,1,0,0,0,0,0,0,0,1,5,0,false
3,1,0,0,0,1,0,0,0,1,5,0,false
3,1,1,0,0,0,0,0,0,1,8,0,false
3,1,0,0,0,0,0,0,45,1,4,0,false
3,1,1,0,0,0,0,0,45,3,8,0,false
3,1,0,0,0,0,6,0,45,1,4,0,false
6,3,1,0,0,2,2,1,37,2,2,0,false
1,1,0,0,0,0,0,0,45,3,6,0,false
3,2,0,0,0,0,2,1,0,1,5,0,false
3,1,0,0,0,1,62,4,0,2,9,0,false
3,1,0,0,0,1,0,0,37,2,4,0,false
3,1,0,0,0,1,0,1,45,2,7,0,false
3,1,0,0,0,1,0,1,37,2,5,0,false
3,2,0,0,0,1,11,1,45,3,10,0,false
10,3,4,0,0,1,2,2,37,2,6,1,false
1,1,0,0,0,0,3,0,45,2,5,0,false
9,5,4,1,0,2,0,0,37,1,2,0,false
4,1,0,0,0,0,0,2,45,3,13,0,false
1,1,0,0,0,0,1,0,45,2,5,0,false
1,1,0,0,0,0,11,0,45,2,5,0,false
3,1,1,0,0,0,0,0,37,2,2,0,false
8,2,0,0,1,1,1,2,45,3,7,1,false
13,4,2,0,1,2,0,2,45,2,5,0,false
3,2,1,0,0,0,1,0,45,3,10,0,false
2,1,0,0,0,0,0,0,45,3,6,0,false
1,1,0,0,0,0,1,0,0,1,4,0,false
3,1,1,0,0,0,0,0,37,2,5,0,false
3,1,0,0,0,1,0,0,37,2,3,1,false
3,1,0,0,0,1,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,45,3,7,0,false
7,5,4,2,0,1,2,0,37,2,3,3,false
3,1,0,0,0,1,0,0,45,2,7,0,false
1,1,0,0,0,0,0,0,45,3,8,0,false
3,1,0,0,0,1,0,0,45,3,13,0,false
3,1,0,0,0,1,0,0,0,2,9,0,false
12,3,3,0,0,1,0,1,0,1,5,1,false
7,8,0,0,0,5,4,2,45,3,11,2,false
3,1,0,0,0,0,0,3,45,2,7,0,false
5,3,0,1,0,3,5,0,37,2,3,0,false
3,1,0,0,0,0,0,1,45,2,7,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
9,4,4,0,0,1,2,0,45,1,4,0,false
3,1,0,0,0,1,1,0,45,1,4,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
3,1,1,0,0,0,2,0,45,2,6,0,false
3,1,0,0,0,1,1,0,45,2,6,0,false
10,3,1,0,1,2,1,7,45,2,7,1,false
4,2,0,0,0,1,0,2,45,3,13,0,false
3,1,0,1,0,1,0,0,0,1,5,0,false
5,1,1,0,0,0,0,0,37,2,4,0,false
8,2,0,0,1,1,1,2,45,3,7,1,false
3,1,0,0,0,0,1,1,45,2,6,0,false
3,2,0,0,0,1,76,0,45,3,7,0,false
7,3,1,0,0,0,1,4,45,2,6,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
3,1,0,0,0,1,0,0,0,1,6,0,false
9,1,0,0,1,0,2,2,45,3,11,0,false
1,1,0,0,0,0,7,0,37,2,3,0,false
42,13,2,0,0,0,1,13,0,1,5,1,false
3,1,0,0,0,0,0,0,0,1,4,0,false
3,1,0,0,0,1,4,0,37,2,6,0,false
3,1,0,0,0,1,0,0,37,2,6,0,false
3,1,0,1,0,1,1,0,45,4,8,0,false
3,1,0,0,0,1,4,1,45,3,11,0,false
3,1,0,0,0,0,0,1,37,2,2,0,false
1,1,0,0,0,0,0,0,45,3,8,0,false
27,13,11,0,0,2,2,6,45,1,4,7,false
3,1,0,0,0,0,0,1,45,3,13,0,false
3,1,0,0,0,1,0,1,37,2,2,3,false
3,1,1,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
4,1,0,0,0,1,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,37,2,2,0,false
3,1,0,0,0,1,0,1,45,2,7,0,false
37,12,20,17,0,2,2,1,45,1,5,3,false
5,3,1,0,0,0,5,1,45,3,8,1,false
7,2,1,1,0,1,1,2,0,1,5,0,false
8,1,0,0,1,0,0,2,0,1,5,0,false
3,1,0,0,0,1,1,1,45,1,4,0,false
1,1,0,0,0,0,1,0,45,3,8,0,false
4,1,2,0,0,0,0,1,37,1,2,0,false
4,1,0,0,0,0,0,0,37,2,4,1,false
3,1,1,0,0,0,2,0,45,1,7,0,false
7,2,3,0,0,0,1,3,37,1,2,2,false
3,1,0,0,0,1,0,0,45,3,7,0,false
3,1,0,0,0,1,1,0,37,3,9,0,false
4,1,1,0,0,1,0,0,45,2,6,0,false
19,6,7,1,0,4,2,2,37,1,2,1,false
39,17,3,0,1,2,3,15,45,3,13,7,false
4,1,0,0,0,0,0,1,0,1,8,0,false
3,1,0,0,0,1,8,0,45,2,6,0,false
9,5,5,0,0,3,0,1,45,2,5,0,false
9,3,0,0,1,2,1,4,45,2,5,1,false
5,1,2,0,0,1,0,0,0,1,7,0,false
3,1,0,0,0,1,1,1,45,2,6,0,false
11,3,0,0,0,1,0,2,45,2,5,0,false
8,1,0,0,1,1,0,4,0,1,8,0,false
3,1,0,0,0,1,0,0,0,1,5,0,false
3,1,0,0,0,1,1,2,45,2,5,0,false
6,2,2,0,0,1,2,2,0,1,6,1,false
1,1,0,0,0,0,0,0,45,1,4,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
6,2,2,0,0,0,0,3,37,2,3,0,false
3,1,1,0,0,0,2,0,45,2,6,0,false
57,22,4,0,0,1,1,1,45,2,6,58,false
6,3,1,0,0,0,1,1,37,2,3,5,false
3,1,0,0,0,1,0,1,0,1,5,0,false
2,1,0,0,0,0,0,0,37,2,3,0,false
1,1,0,0,0,0,0,0,45,3,8,0,false
5,2,1,0,0,1,1,2,37,2,3,0,false
6,3,2,0,0,2,0,1,0,1,8,0,false
3,1,0,0,0,1,0,0,0,2,9,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,1,2,45,3,8,0,false
3,2,0,0,0,0,0,1,37,3,9,0,false
9,3,0,0,1,2,0,2,45,2,5,1,false
5,2,0,0,0,1,0,2,45,1,4,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,1,0,0,1,6,0,false
14,5,1,0,1,2,0,6,45,3,11,1,false
8,2,0,0,1,1,0,2,45,3,7,1,false
3,1,0,0,0,1,0,1,45,2,7,0,false
1,1,0,0,0,0,3,0,45,1,4,0,false
4,2,0,0,0,1,0,2,45,3,13,0,false
3,1,0,0,0,0,0,0,0,1,6,0,false
10,3,3,0,0,3,3,7,45,2,8,1,false
2,1,0,0,0,0,0,0,37,2,3,0,false
1,1,0,0,0,0,8,0,45,2,5,0,false
4,2,0,1,0,1,0,2,0,1,8,0,false
3,2,0,0,0,0,0,1,45,2,5,0,false
4,1,0,0,0,0,0,2,37,3,9,0,false
15,6,2,1,0,1,0,0,37,1,2,0,false
20,8,0,0,0,8,2,0,45,2,6,0,false
22,13,7,0,0,1,3,7,37,2,6,0,false
6,3,2,0,0,2,4,2,45,2,6,3,false
4,2,0,0,0,2,3,2,45,3,11,0,false
3,1,0,0,0,1,0,1,37,2,5,0,false
3,1,1,0,0,0,0,0,0,2,9,0,false
1,1,0,0,0,0,0,0,45,3,8,0,false
3,1,0,0,0,1,0,1,45,2,7,0,false
3,1,0,0,0,1,1,0,45,2,6,0,false
3,2,0,0,0,1,6,0,45,2,6,0,false
2,1,0,0,0,0,0,0,37,3,9,0,false
2,1,0,0,0,0,1,0,45,1,4,0,false
3,1,1,0,0,0,0,0,45,2,6,0,false
20,7,12,0,0,1,1,1,45,1,4,2,false
3,2,0,0,0,1,1,1,37,2,3,0,false
8,4,1,0,0,0,2,1,37,3,3,1,false
1,1,0,0,0,0,1,0,45,2,5,0,false
9,3,2,0,0,1,0,5,37,3,6,0,false
1,1,0,0,0,0,0,0,45,3,6,0,false
1,1,0,0,0,0,1,0,45,2,5,0,false
5,2,0,1,0,0,1,0,37,2,6,0,false
4,2,1,0,0,1,1,3,37,2,6,1,false
3,1,0,0,0,1,0,0,37,1,2,0,false
1,1,0,0,0,0,14,0,45,2,5,0,false
60,6,9,0,0,0,1,5,45,4,8,21,false
3,1,0,0,0,1,2,0,45,1,4,0,false
3,1,0,0,0,1,0,0,37,1,2,0,false
5,3,1,0,0,2,8,0,37,1,2,1,false
3,1,0,0,0,0,0,2,0,2,9,0,false
9,3,0,0,1,0,1,3,45,3,11,0,false
3,1,0,0,0,1,4,1,45,3,8,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,0,0,0,0,1,4,0,false
25,9,7,0,1,2,3,8,45,2,6,5,false
3,1,0,0,0,1,2,0,0,1,5,0,false
3,1,0,0,0,1,2,0,37,3,9,0,false
4,2,1,0,0,0,2,2,45,2,6,2,false
3,1,0,0,0,1,0,0,45,3,6,0,false
3,1,0,0,0,1,54,0,0,1,5,0,false
16,5,1,0,1,3,0,0,37,1,2,2,false
15,5,4,0,1,2,4,3,45,2,7,1,false
3,1,0,0,0,1,4,0,45,1,7,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,45,1,4,0,false
10,2,0,0,1,1,0,2,37,3,6,1,false
48,23,19,0,0,4,1,6,45,1,4,14,false
3,2,0,0,0,1,1,0,37,2,6,0,false
6,4,2,0,0,0,1,4,37,2,3,1,false
3,1,1,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
8,2,1,0,0,1,3,1,45,2,7,0,false
14,5,2,0,1,3,0,0,45,2,10,1,false
3,1,0,0,0,1,0,1,37,3,6,0,false
13,2,0,0,0,0,1,1,45,3,8,0,false
3,1,1,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,1,0,0,45,1,4,0,false
3,1,1,0,0,0,3,0,45,2,6,0,false
4,2,0,1,0,1,0,2,0,1,8,0,false
5,3,2,0,0,2,4,1,37,1,2,1,false
4,2,0,0,0,2,1,1,45,2,6,0,false
4,1,0,0,0,0,1,0,45,2,7,0,false
4,1,0,0,0,0,0,1,0,1,8,0,false
3,1,0,0,0,1,1,0,45,1,4,0,false
4,1,0,0,0,0,0,2,45,3,13,0,false
3,1,0,0,0,1,0,0,45,3,13,0,false
3,1,0,0,0,1,1,0,45,2,6,0,false
3,1,0,0,0,1,1,0,37,1,2,0,false
3,1,0,0,0,1,0,0,37,2,2,0,false
3,3,0,0,0,1,1,0,45,3,11,0,false
3,1,0,1,0,1,4,0,45,2,5,0,false
3,1,0,0,0,1,0,0,45,1,3,0,false
9,4,2,0,0,1,0,2,37,2,5,0,false
3,1,0,0,0,1,1,1,0,1,6,0,false
14,11,5,3,0,5,2,0,0,2,13,7,false
3,1,0,0,0,1,3,0,45,3,13,0,false
3,1,0,0,0,1,1,0,45,3,11,0,false
3,1,0,0,0,1,1,0,37,2,6,0,false
3,1,0,0,0,1,8,1,45,2,7,0,false
25,3,7,2,0,1,0,1,45,1,4,13,false
7,3,3,0,0,1,2,3,0,1,7,0,false
35,8,4,0,2,0,0,10,45,2,7,3,false
3,1,0,0,0,1,1,0,45,1,4,0,false
3,1,0,0,0,0,0,0,0,1,6,0,false
4,2,0,0,0,1,0,2,37,3,6,0,false
12,5,5,0,0,2,5,5,45,3,8,1,false
9,6,2,0,0,3,5,4,45,3,11,0,false
2,1,0,0,0,0,0,0,37,2,2,0,false
7,3,2,0,0,1,2,1,37,2,5,0,false
10,4,0,0,1,0,2,4,45,3,11,0,false
3,2,0,0,0,0,11,1,45,2,6,0,false
3,1,0,0,0,1,0,1,37,2,6,0,false
15,4,4,0,0,0,1,0,45,1,3,0,false
1,1,0,0,0,0,2,0,45,2,5,0,false
26,11,8,1,0,2,1,2,0,1,8,1,false
5,1,1,0,0,0,1,0,45,4,8,2,false
14,6,5,0,0,1,1,2,45,2,6,2,false
3,1,0,2,0,1,1,0,45,2,7,0,false
3,1,1,0,0,0,0,0,37,2,3,0,false
1,1,0,0,0,0,1,0,45,3,6,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
18,7,8,0,1,2,2,5,37,2,4,4,false
2,1,0,0,0,0,0,0,37,3,9,0,false
3,2,0,0,0,1,2,1,45,2,8,0,false
6,3,1,0,0,0,1,1,45,2,7,0,false
3,1,0,0,0,1,0,0,37,1,2,0,false
3,1,0,0,0,1,0,1,0,1,6,0,false
3,1,0,0,0,0,0,0,0,1,6,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
3,1,0,0,0,1,0,1,45,2,7,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
5,2,2,0,0,0,1,0,37,1,2,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
7,3,2,0,0,3,0,1,45,2,6,3,false
1,1,0,0,0,0,1,0,45,3,8,0,false
4,1,0,0,0,0,0,2,45,3,13,0,false
1,1,0,0,0,0,0,0,45,3,6,0,false
13,4,1,0,1,0,6,0,37,2,3,1,false
3,1,0,0,0,1,0,0,0,1,4,0,false
40,12,13,0,1,0,2,3,45,3,8,4,false
3,1,0,0,0,1,1,0,45,2,8,1,false
3,2,0,0,0,1,9,0,45,3,13,0,false
3,1,0,0,0,1,0,0,37,1,2,0,false
3,1,0,0,0,1,0,0,45,2,6,0,false
3,2,0,0,0,1,1,0,37,1,2,0,false
3,1,0,0,0,0,0,0,0,1,6,0,false
7,1,1,0,0,1,3,3,37,2,4,0,false
3,2,0,0,0,1,0,0,37,1,2,0,false
3,1,0,0,0,1,1,0,37,1,2,0,false
7,1,1,0,0,1,2,0,45,1,4,2,false
3,2,0,0,0,1,4,0,45,2,6,0,false
3,1,0,0,0,1,0,0,37,2,2,0,false
7,3,4,0,0,1,2,3,45,4,8,0,false
3,1,0,0,0,0,0,1,45,3,10,0,false
11,1,0,0,0,0,0,0,45,2,4,0,false
4,2,0,0,0,2,0,2,37,3,6,0,false
5,2,1,0,0,2,1,0,45,3,8,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,1,0,0,45,2,5,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
4,2,2,0,0,0,1,0,45,1,7,0,false
3,1,0,0,0,1,0,0,37,2,3,0,false
4,3,2,0,0,1,2,1,0,1,6,0,false
3,1,1,0,0,0,0,0,45,2,6,0,false
15,8,8,0,0,1,1,8,45,2,8,2,false
39,21,15,0,0,1,0,15,45,2,6,0,false
3,1,0,0,0,1,0,1,37,1,2,0,false
18,7,8,0,1,2,2,5,37,2,4,4,false
12,7,4,0,0,4,3,5,45,2,5,3,false
3,1,0,0,0,0,0,0,0,1,6,0,false
4,1,0,0,0,1,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,45,2,5,0,false
1,1,0,0,0,0,1,0,0,1,4,0,false
8,3,2,0,0,0,0,0,45,1,5,0,false
3,1,0,0,0,0,0,1,45,1,4,0,false
12,9,0,0,0,0,1,8,37,1,2,2,false
22,7,0,0,0,0,1,6,0,1,6,0,false
1,1,0,0,0,0,1,0,0,1,4,0,false
1,1,0,0,0,0,9,0,45,3,6,0,false
3,1,0,0,0,1,1,0,45,3,10,0,false
30,11,2,0,1,0,0,9,45,3,11,5,false
3,1,0,0,0,0,1,1,37,2,4,0,false
7,1,1,0,0,1,3,4,37,2,4,0,false
42,12,18,1,0,2,2,0,37,1,2,2,false
16,4,2,0,1,1,4,2,45,1,5,1,false
5,3,0,0,0,1,0,1,45,3,10,1,false
3,1,0,0,0,1,0,0,45,3,7,0,false
3,1,0,0,0,1,0,0,45,3,6,0,false
8,3,0,0,0,3,2,0,37,3,9,1,false
3,2,0,0,0,1,2,0,45,1,4,0,false
3,1,0,0,0,1,0,0,45,2,8,0,false
19,11,6,0,0,6,2,6,37,1,2,4,false
44,11,6,0,2,2,3,12,37,1,2,12,false
5,3,1,0,0,1,10,1,45,2,6,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
27,17,7,1,0,10,0,0,37,2,4,2,false
1,1,0,0,0,0,0,0,45,3,8,0,false
3,1,0,0,0,1,0,0,45,2,8,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,0,0,3,0,2,6,0,false
3,1,1,0,0,0,0,0,37,1,2,0,false
7,3,2,0,0,1,5,2,45,3,8,1,false
3,1,1,0,0,0,0,0,37,2,4,0,false
3,1,0,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
20,7,7,0,0,1,2,2,37,2,3,12,false
21,4,4,0,2,0,0,7,45,3,11,0,false
3,1,0,0,0,1,0,0,45,3,7,0,false
3,1,1,0,0,0,0,0,37,2,4,0,false
3,1,0,0,0,0,0,3,45,2,7,0,false
3,1,0,0,0,1,18,1,45,2,7,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
9,2,0,0,1,1,1,2,45,3,7,1,false
1,1,0,0,0,0,2,0,45,3,8,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
3,1,0,0,0,1,0,0,45,2,8,0,false
3,1,1,0,0,0,0,0,0,1,6,0,false
4,1,2,0,0,0,7,0,45,3,10,0,false
3,1,1,0,0,0,1,0,45,1,4,0,false
3,1,0,0,0,0,0,0,45,2,5,0,false
4,1,0,0,0,0,0,2,45,3,13,0,false
3,1,0,0,0,1,0,0,0,1,5,0,false
3,1,1,0,0,0,0,0,37,2,4,0,false
3,1,1,0,0,0,0,0,37,2,2,0,false
27,11,12,0,0,5,1,13,45,2,8,3,false
4,1,0,0,0,1,0,2,45,2,6,0,false
3,1,0,0,0,0,0,0,45,2,4,0,false
4,2,0,1,0,1,0,2,0,1,8,0,false
3,1,0,0,0,0,0,1,0,1,5,0,false
8,8,1,1,0,1,0,6,45,1,4,2,false
3,1,0,0,0,1,0,0,0,1,4,0,false
1,1,0,0,0,0,1,0,45,3,8,0,false
5,2,2,0,0,1,0,2,45,3,11,0,false
3,1,0,0,0,1,0,0,45,1,4,0,false
4,2,0,0,0,1,0,2,45,2,7,0,false
3,1,0,0,0,0,0,1,37,2,4,0,false
4,2,1,0,0,0,2,1,45,3,8,0,false
60,3,6,1,0,1,2,5,45,4,8,25,false
4,2,0,0,0,2,4,0,45,2,6,0,false
3,1,0,0,0,1,0,0,37,1,2,0,false
6,2,2,1,0,2,2,2,0,1,6,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,1,0,0,45,2,4,0,false
4,1,0,0,0,0,0,1,45,4,9,0,false
16,5,1,0,1,1,2,6,45,3,13,0,false
8,3,1,0,0,0,0,3,37,1,2,1,false
3,1,0,0,0,0,0,0,0,1,4,0,false
1,1,0,0,0,0,16,0,45,2,5,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
3,1,0,0,0,1,0,1,45,2,7,0,false
3,1,0,0,0,0,0,0,37,2,5,0,false
3,1,0,0,0,0,3,0,0,1,7,0,false
3,1,0,0,0,1,0,1,37,3,6,0,false
3,1,0,0,0,1,3,0,37,2,3,0,false
3,1,0,0,0,1,0,0,45,1,4,0,false
3,1,0,0,0,1,0,0,45,3,6,0,false
3,1,1,0,0,0,0,0,45,2,5,0,false
1,1,0,0,0,0,2,0,45,2,5,0,false
7,5,1,0,0,0,0,1,0,2,9,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
8,5,1,0,0,4,0,1,37,1,2,1,false
10,7,3,0,0,4,2,0,45,2,6,1,false
3,1,0,0,0,1,0,0,45,2,7,0,false
12,8,5,0,0,1,2,3,45,3,13,0,false
26,8,5,1,2,3,0,1,0,1,6,6,false
3,1,0,0,0,1,0,0,45,3,7,0,false
3,1,0,0,0,0,0,0,0,1,5,0,false
2,1,0,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,1,2,0,45,1,4,0,false
12,6,3,0,0,1,1,2,45,3,10,0,false
5,3,1,0,0,2,0,1,45,2,5,0,false
3,1,0,0,0,0,1,0,45,2,7,1,false
3,1,0,0,0,1,0,0,0,1,6,0,false
3,1,0,0,0,1,0,0,45,2,4,0,false
3,1,0,0,0,0,0,3,45,2,7,0,false
2,1,0,0,0,0,0,0,37,2,3,0,false
8,3,3,0,0,1,3,2,37,3,6,1,false
3,1,0,0,0,1,0,1,45,3,13,0,false
2,1,0,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,0,0,0,0,1,6,0,false
3,1,0,0,0,1,0,0,0,2,9,0,false
34,12,0,0,0,10,0,10,37,1,2,0,false
3,1,0,0,0,1,0,0,37,2,8,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
4,1,0,0,0,0,0,1,37,3,6,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
4,3,1,0,0,0,3,1,0,2,9,0,false
3,1,0,0,0,1,0,0,45,3,13,0,false
8,2,3,0,0,1,1,5,45,1,5,1,false
5,3,1,0,0,0,1,3,45,3,11,0,false
18,15,3,0,0,2,1,6,37,2,6,2,false
3,1,0,0,0,0,0,0,0,1,6,0,false
1,1,0,0,0,0,1,0,45,1,4,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
3,1,0,0,0,0,1,1,45,3,5,0,false
1,1,0,0,0,0,2,0,45,2,5,0,false
3,1,0,0,0,1,0,1,37,2,4,0,false
3,2,0,0,0,1,0,0,45,3,7,0,false
4,1,0,0,0,1,3,2,45,2,6,0,false
5,2,1,0,0,2,12,2,45,4,9,0,false
9,2,0,0,1,1,1,2,45,3,7,1,false
4,3,1,0,0,0,1,2,0,2,9,0,false
16,5,3,0,1,0,2,6,45,3,13,2,false
5,3,1,0,0,1,2,0,45,2,8,0,false
3,1,0,0,0,1,0,0,45,2,5,0,false
3,1,1,0,0,0,0,0,37,2,2,0,false
3,1,0,0,0,1,0,0,0,1,4,0,false
6,1,4,0,0,0,1,0,37,2,6,0,false
3,1,1,0,0,0,0,0,45,1,5,0,false
